term,count,level,name
GO:0016878,307,4,acid-thiol ligase activity
GO:0004693,307,5,cyclin-dependent protein serine/threonine kinase activity
GO:0005310,307,5,dicarboxylic acid transmembrane transporter activity
GO:0015491,305,6,cation:cation antiporter activity
GO:0036002,304,5,pre-mRNA binding
GO:0008188,304,5,neuropeptide receptor activity
GO:0016840,303,3,carbon-nitrogen lyase activity
GO:0008146,303,4,sulfotransferase activity
GO:0022884,302,3,macromolecule transmembrane transporter activity
GO:0051018,301,3,protein kinase A binding
GO:0032813,300,5,tumor necrosis factor receptor superfamily binding
GO:0031624,299,5,ubiquitin conjugating enzyme binding
GO:0043531,299,4,ADP binding
GO:0005080,299,6,protein kinase C binding
GO:0015605,298,3,organophosphate ester transmembrane transporter activity
GO:0140318,298,2,protein transporter activity
GO:0051393,295,5,alpha-actinin binding
GO:0004715,294,5,non-membrane spanning protein tyrosine kinase activity
GO:0015250,294,5,water channel activity
GO:0140323,293,5,solute:anion antiporter activity
GO:0004707,291,5,MAP kinase activity
GO:0005272,291,6,sodium channel activity
GO:0097110,290,3,scaffold protein binding
GO:0015301,290,6,anion:anion antiporter activity
GO:0008378,290,5,galactosyltransferase activity
GO:0016780,289,4,"phosphotransferase activity, for other substituted phosphate groups"
GO:0015299,289,6,solute:proton antiporter activity
GO:0051119,289,4,sugar transmembrane transporter activity
GO:0030551,288,4,cyclic nucleotide binding
GO:0031683,287,3,G-protein beta/gamma-subunit complex binding
GO:0016289,287,5,CoA hydrolase activity
GO:0016849,287,3,phosphorus-oxygen lyase activity
GO:0004033,282,5,aldo-keto reductase (NADP) activity
GO:0016775,282,4,"phosphotransferase activity, nitrogenous group as acceptor"
GO:0030544,279,4,Hsp70 protein binding
GO:0051879,278,4,Hsp90 protein binding
GO:0005231,278,7,excitatory extracellular ligand-gated ion channel activity
GO:0015459,278,4,potassium channel regulator activity
GO:0000979,277,7,RNA polymerase II core promoter sequence-specific DNA binding
GO:0016668,277,4,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
GO:0035591,277,4,signaling adaptor activity
GO:0005385,276,6,zinc ion transmembrane transporter activity
GO:0015252,276,6,proton channel activity
GO:0004112,275,6,cyclic-nucleotide phosphodiesterase activity
GO:1990939,274,8,ATP-dependent microtubule motor activity
GO:0016832,272,4,aldehyde-lyase activity
GO:0016861,272,4,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses"
GO:0008320,272,3,protein transmembrane transporter activity
GO:0005351,271,5,carbohydrate:proton symporter activity
GO:0016248,269,3,channel inhibitor activity
GO:0008422,269,6,beta-glucosidase activity
GO:0045309,269,4,protein phosphorylated amino acid binding
GO:0008139,269,5,nuclear localization sequence binding
GO:0042910,267,3,xenobiotic transmembrane transporter activity
GO:0052866,266,6,phosphatidylinositol phosphate phosphatase activity
GO:0005501,266,4,retinoid binding
GO:0016881,264,4,acid-amino acid ligase activity
GO:0017147,264,3,Wnt-protein binding
GO:0033558,264,3,protein deacetylase activity
GO:0008200,262,4,ion channel inhibitor activity
GO:0019707,262,3,protein-cysteine S-acyltransferase activity
GO:0140102,262,3,"catalytic activity, acting on a rRNA"
GO:0008009,262,6,chemokine activity
GO:0019706,262,4,protein-cysteine S-palmitoyltransferase activity
GO:0070717,261,6,poly-purine tract binding
GO:0070008,261,6,serine-type exopeptidase activity
GO:0070888,259,8,E-box binding
GO:0008061,258,3,chitin binding
GO:0061980,257,5,regulatory RNA binding
GO:0008106,256,6,alcohol dehydrogenase (NADP+) activity
GO:0016838,256,4,"carbon-oxygen lyase activity, acting on phosphates"
GO:0022829,255,5,wide pore channel activity
GO:0004529,254,4,exodeoxyribonuclease activity
GO:0035254,254,4,glutamate receptor binding
GO:0046933,253,5,"proton-transporting ATP synthase activity, rotational mechanism"
GO:0008187,252,6,poly-pyrimidine tract binding
GO:0043539,251,6,protein serine/threonine kinase activator activity
GO:0016895,251,5,"exodeoxyribonuclease activity, producing 5'-phosphomonoesters"
GO:0019894,249,4,kinesin binding
GO:0019825,248,3,oxygen binding
GO:0034987,248,4,immunoglobulin receptor binding
GO:0016675,247,3,"oxidoreductase activity, acting on a heme group of donors"
GO:0005184,246,6,neuropeptide hormone activity
GO:0017025,246,5,TBP-class protein binding
GO:0008649,245,4,rRNA methyltransferase activity
GO:0033764,245,4,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
GO:0099528,245,4,G protein-coupled neurotransmitter receptor activity
GO:0098631,243,2,cell adhesion mediator activity
GO:0015002,243,3,heme-copper terminal oxidase activity
GO:0016018,243,3,cyclosporin A binding
GO:0005520,242,4,insulin-like growth factor binding
GO:0004407,242,4,histone deacetylase activity
GO:0005164,241,6,tumor necrosis factor receptor binding
GO:0050145,241,5,nucleoside monophosphate kinase activity
GO:0004114,241,7,"3',5'-cyclic-nucleotide phosphodiesterase activity"
GO:0015248,241,3,sterol transporter activity
GO:0016676,241,4,"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor"
GO:0004129,241,4,cytochrome-c oxidase activity
GO:0001221,238,4,transcription cofactor binding
GO:0043028,238,3,cysteine-type endopeptidase regulator activity involved in apoptotic process
GO:0000339,238,5,RNA cap binding
GO:0005109,238,5,frizzled binding
GO:0097602,238,3,cullin family protein binding
GO:0070006,237,7,metalloaminopeptidase activity
GO:0048038,237,3,quinone binding
GO:0140303,236,3,intramembrane lipid transporter activity
GO:0016413,235,6,O-acetyltransferase activity
GO:0004602,235,3,glutathione peroxidase activity
GO:0008307,234,2,structural constituent of muscle
GO:0005246,233,4,calcium channel regulator activity
GO:0001530,232,3,lipopolysaccharide binding
GO:0001671,231,4,ATPase activator activity
GO:0030247,231,3,polysaccharide binding
GO:0008553,231,6,"proton-exporting ATPase activity, phosphorylative mechanism"
GO:0016679,231,3,"oxidoreductase activity, acting on diphenols and related substances as donors"
GO:0019203,231,6,carbohydrate phosphatase activity
GO:0015215,230,4,nucleotide transmembrane transporter activity
GO:0016405,229,4,CoA-ligase activity
GO:0005328,229,4,neurotransmitter:sodium symporter activity
GO:0015175,228,6,neutral amino acid transmembrane transporter activity
GO:0051184,228,3,cofactor transmembrane transporter activity
GO:0008376,228,5,acetylgalactosaminyltransferase activity
GO:0001103,227,6,RNA polymerase II repressing transcription factor binding
GO:0032452,226,4,histone demethylase activity
GO:0140457,226,3,protein demethylase activity
GO:0042056,225,5,chemoattractant activity
GO:0051920,225,2,peroxiredoxin activity
GO:0016846,225,3,carbon-sulfur lyase activity
GO:0120014,225,4,phospholipid transfer activity
GO:0080025,224,7,"phosphatidylinositol-3,5-bisphosphate binding"
GO:0016504,224,4,peptidase activator activity
GO:0071855,222,5,neuropeptide receptor binding
GO:0008308,222,5,voltage-gated anion channel activity
GO:0031418,222,4,L-ascorbic acid binding
GO:0005227,221,6,calcium activated cation channel activity
GO:0140299,221,1,small molecule sensor activity
GO:0048487,221,5,beta-tubulin binding
GO:0004623,221,5,phospholipase A2 activity
GO:0140104,220,1,molecular carrier activity
GO:0003785,219,5,actin monomer binding
GO:0004322,219,5,ferroxidase activity
GO:0016724,219,4,"oxidoreductase activity, oxidizing metal ions, oxygen as acceptor"
GO:0015923,216,5,mannosidase activity
GO:0004181,215,7,metallocarboxypeptidase activity
GO:0070273,215,6,phosphatidylinositol-4-phosphate binding
GO:0008409,215,6,5'-3' exonuclease activity
GO:0051959,215,3,dynein light intermediate chain binding
GO:0050997,214,2,quaternary ammonium group binding
GO:0090482,214,3,vitamin transmembrane transporter activity
GO:0031210,213,3,phosphatidylcholine binding
GO:0048020,213,6,CCR chemokine receptor binding
GO:0005217,213,6,intracellular ligand-gated ion channel activity
GO:0015145,213,5,monosaccharide transmembrane transporter activity
GO:0051721,213,6,protein phosphatase 2A binding
GO:0030332,212,3,cyclin binding
GO:0051371,211,6,muscle alpha-actinin binding
GO:0004683,211,5,calmodulin-dependent protein kinase activity
GO:0030371,211,2,translation repressor activity
GO:0016857,211,4,"racemase and epimerase activity, acting on carbohydrates and derivatives"
GO:0005547,211,6,"phosphatidylinositol-3,4,5-trisphosphate binding"
GO:0061608,211,3,nuclear import signal receptor activity
GO:0004550,210,5,nucleoside diphosphate kinase activity
GO:0004185,210,7,serine-type carboxypeptidase activity
GO:0008143,209,7,poly(A) binding
GO:0005044,209,2,scavenger receptor activity
GO:0070403,209,4,NAD+ binding
GO:0004568,209,5,chitinase activity
GO:0005338,209,4,nucleotide-sugar transmembrane transporter activity
GO:0045505,209,3,dynein intermediate chain binding
GO:0031420,209,5,alkali metal ion binding
GO:0061783,207,2,peptidoglycan muralytic activity
GO:0008066,207,4,glutamate receptor activity
GO:0043394,207,3,proteoglycan binding
GO:0045735,207,1,nutrient reservoir activity
GO:0047617,206,6,acyl-CoA hydrolase activity
GO:0004806,206,5,triglyceride lipase activity
GO:0004030,205,5,aldehyde dehydrogenase [NAD(P)+] activity
GO:0033612,204,4,receptor serine/threonine kinase binding
GO:0008301,202,5,"DNA binding, bending"
GO:0016671,201,4,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"
GO:0016888,200,5,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"
GO:0048027,200,6,mRNA 5'-UTR binding
GO:0030291,200,6,protein serine/threonine kinase inhibitor activity
GO:0015026,200,3,coreceptor activity
GO:0098632,200,3,cell-cell adhesion mediator activity
GO:0034593,199,7,phosphatidylinositol bisphosphate phosphatase activity
GO:0097718,199,4,disordered domain specific binding
GO:0008020,199,4,G protein-coupled photoreceptor activity
GO:0005451,199,7,monovalent cation:proton antiporter activity
GO:1900750,199,4,oligopeptide binding
GO:0030331,199,7,estrogen receptor binding
GO:0031386,198,1,protein tag
GO:0003756,198,3,protein disulfide isomerase activity
GO:0016864,198,4,"intramolecular oxidoreductase activity, transposing S-S bonds"
GO:0016615,198,4,malate dehydrogenase activity
GO:0005343,197,4,organic acid:sodium symporter activity
GO:0004032,197,7,alditol:NADP+ 1-oxidoreductase activity
GO:0016783,197,4,sulfurtransferase activity
GO:0043014,197,5,alpha-tubulin binding
GO:0005344,197,2,oxygen carrier activity
GO:0051139,196,6,metal ion:proton antiporter activity
GO:0002161,196,4,aminoacyl-tRNA editing activity
GO:0016641,196,4,"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor"
GO:0008199,196,7,ferric iron binding
GO:0016411,195,6,acylglycerol O-acyltransferase activity
GO:0070181,194,6,small ribosomal subunit rRNA binding
GO:0008266,194,7,poly(U) RNA binding
GO:0017080,193,3,sodium channel regulator activity
GO:0140103,193,3,"catalytic activity, acting on a glycoprotein"
GO:0004029,193,6,aldehyde dehydrogenase (NAD+) activity
GO:0043015,193,5,gamma-tubulin binding
GO:0001784,192,5,phosphotyrosine residue binding
GO:0034979,192,4,NAD-dependent protein deacetylase activity
GO:0043295,191,3,glutathione binding
GO:0016755,191,3,"transferase activity, transferring amino-acyl groups"
GO:0016721,191,3,"oxidoreductase activity, acting on superoxide radicals as acceptor"
GO:0004784,190,2,superoxide dismutase activity
GO:0070628,190,3,proteasome binding
GO:0005388,189,6,"calcium transmembrane transporter activity, phosphorylative mechanism"
GO:0004629,189,6,phospholipase C activity
GO:0008373,189,4,sialyltransferase activity
GO:0016894,189,6,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters"
GO:0000217,189,5,DNA secondary structure binding
GO:0017091,187,5,AU-rich element binding
GO:0016500,187,3,protein-hormone receptor activity
GO:0045499,187,5,chemorepellent activity
GO:0008641,187,4,ubiquitin-like modifier activating enzyme activity
GO:0015216,186,5,purine nucleotide transmembrane transporter activity
GO:0016408,186,5,C-acyltransferase activity
GO:0015296,186,5,anion:cation symporter activity
GO:0017049,186,8,GTP-Rho binding
GO:0042287,185,4,MHC protein binding
GO:0003951,184,5,NAD+ kinase activity
GO:0050897,184,6,cobalt ion binding
GO:0042302,184,2,structural constituent of cuticle
GO:0015149,183,6,hexose transmembrane transporter activity
GO:0005537,183,4,mannose binding
GO:0015562,183,3,efflux transmembrane transporter activity
GO:0005346,182,4,purine ribonucleotide transmembrane transporter activity
GO:0050308,182,7,sugar-phosphatase activity
GO:0000295,182,6,adenine nucleotide transmembrane transporter activity
GO:0035673,181,5,oligopeptide transmembrane transporter activity
GO:0008519,181,6,ammonium transmembrane transporter activity
GO:0035198,181,6,miRNA binding
GO:0052745,181,6,inositol phosphate phosphatase activity
GO:0031492,181,4,nucleosomal DNA binding
GO:0017136,180,5,NAD-dependent histone deacetylase activity
GO:0030552,179,4,cAMP binding
GO:0019956,178,4,chemokine binding
GO:0022821,178,5,potassium ion antiporter activity
GO:0015645,178,5,fatty acid ligase activity
GO:0016868,178,4,"intramolecular transferase activity, phosphotransferases"
GO:0030547,178,3,receptor inhibitor activity
GO:0008157,176,6,protein phosphatase 1 binding
GO:0001965,176,3,G-protein alpha-subunit binding
GO:0010333,176,5,terpene synthase activity
GO:0097153,175,7,cysteine-type endopeptidase activity involved in apoptotic process
GO:0001637,175,5,G protein-coupled chemoattractant receptor activity
GO:0004435,175,7,phosphatidylinositol phospholipase C activity
GO:0016742,175,4,"hydroxymethyl-, formyl- and related transferase activity"
GO:0016812,174,4,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"
GO:0004709,174,5,MAP kinase kinase kinase activity
GO:0019104,174,3,DNA N-glycosylase activity
GO:0004993,174,5,G protein-coupled serotonin receptor activity
GO:0099589,174,4,serotonin receptor activity
GO:0004673,174,4,protein histidine kinase activity
GO:0005154,173,5,epidermal growth factor receptor binding
GO:0043027,173,4,cysteine-type endopeptidase inhibitor activity involved in apoptotic process
GO:0016653,173,4,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor"
GO:0004950,173,5,chemokine receptor activity
GO:0019789,172,4,SUMO transferase activity
GO:1901567,172,2,fatty acid derivative binding
GO:0015101,171,5,organic cation transmembrane transporter activity
GO:0046912,170,4,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer"
GO:0035035,170,4,histone acetyltransferase binding
GO:0051019,170,6,mitogen-activated protein kinase binding
GO:0008353,170,5,RNA polymerase II CTD heptapeptide repeat kinase activity
GO:0070325,170,4,lipoprotein particle receptor binding
GO:0140326,170,4,ATPase-coupled intramembrane lipid transporter activity
GO:0008327,169,4,methyl-CpG binding
GO:0140272,169,2,exogenous protein binding
GO:0030507,169,3,spectrin binding
GO:0008252,169,6,nucleotidase activity
GO:0043425,168,5,bHLH transcription factor binding
GO:0015037,168,5,peptide disulfide oxidoreductase activity
GO:0043548,168,3,phosphatidylinositol 3-kinase binding
